Tipo de convocatoria,Título,Órgano convocante,Localización,Importe,Procedimiento,Actividad,Enlace al detalle de la convocatoria,Enlace original
LICITACION,"Proyecto de renovación y eficiencia energética del complejo de la Confederación Hidrográfica del Guadalquivir en Córdoba (Av. del Brillante nº 57), en el marco del Plan de Recuperación, Transformación y Resiliencia (PRTR)",Secretaría de Estado de Medio Ambiente,España - Córdoba,"909.536,85 euros",Abierto,45000000 Trabajos de construcción.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Qiv8vemPtHsadbH3CysQuQ%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15843288/proyecto-de-renovacion-y-eficiencia-energetica-del-complejo-de-la-confederacion-hidrografica-del-guadalquivir-en-cordoba-av-del-brillante-n-57-en-el-marco-del-plan-de-recuperacion-transformacion-y-resiliencia-prtr
LICITACION,Suministro de placas fotovoltaicas y sistema de calefacción por aerotermia para edificios municipales,Pleno del Ayuntamiento de Carrascal de Barregas,España - Salamanca,"121.101,00 euros",Abierto,"09331000 Placas solares. 42510000 Intercambiadores de calor, equipos de aire acondicionado y refrigeración y aparatos para filtrar.",https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=EuAwbHPsK%2FMXhk1FZxEyvw%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15870634/suministro-de-placas-fotovoltaicas-y-sistema-de-calefaccion-por-aerotermia-para-edificios-municipales
LICITACION,"Actualización y revisión de la cartografía de las zonas inundables en las vegas media y baja del río Segura, en el marco del Plan de Recuperación, Transformación y Resiliencia (PRTR).",Secretaría de Estado de Medio Ambiente,España - España,"1.571.348,73 euros",Abierto,71300000 Servicios de ingeniería. 71311000 Servicios de consultoría en ingeniería civil. 71318000 Servicios de asesoramiento y consultoría en ingeniería.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=QYO069V5MCWcCF8sV%2BqtYA%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15912561/actualizacion-y-revision-de-la-cartografia-de-las-zonas-inundables-en-las-vegas-media-y-baja-del-rio-segura-en-el-marco-del-plan-de-recuperacion-transformacion-y-resiliencia-prtr
LICITACION,"Proyecto de instalación de autoconsumo mediante paneles fotovoltaicos, mejora de la eficiencia energética de los sistemas de iluminación y climatización del poblado Pie de Presa de Cijara, T.M. Alía (Cáceres), en el marco del Plan de Recuperación, Transformación y Resiliencia (PRTR).",Secretaría de Estado de Medio Ambiente,España - Cáceres,"783.569,16 euros",Abierto,"45310000 Trabajos de instalación eléctrica. 45331000 Trabajos de instalación de calefacción, ventilación y aire acondicionado.",https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=fqPa9uF2OdCdkQsA7ROvsg%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15959302/proyecto-de-instalacion-de-autoconsumo-mediante-paneles-fotovoltaicos-mejora-de-la-eficiencia-energetica-de-los-sistemas-de-iluminacion-y-climatizacion-del-poblado-pie-de-presa-de-cijara-t-m-alia-caceres-en-el-marco-del-plan-de-recuperacion-transformacion-y-resiliencia-prtr
LICITACION,"Proyecto 06/22 de digitalización y automatización de la ETAP La Pedrera (AC/Jacarilla), en el marco del Plan de Recuperación, Transformación y Resiliencia (PRTR).",Secretaría de Estado de Medio Ambiente,España - Alicante/Alacant,"1.069.914,25 euros",Abierto,45112000 Trabajos de excavación y movimiento de tierras. 45232300 Trabajos de construcción y obras auxiliares de líneas telefónicas y de comunicación. 45232332 Obras auxiliares para telecomunicaciones. 45300000 Trabajos de instalación en edificios.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=v3nZHC2a0p3ua%2Fi14w%2FPLA%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15981742/proyecto-06-22-de-digitalizacion-y-automatizacion-de-la-etap-la-pedrera-ac-jacarilla-en-el-marco-del-plan-de-recuperacion-transformacion-y-resiliencia-prtr
LICITACION,"Servicio para el control y vigilancia del proyecto de ""Cambio a Tecnología Led de los Sistemas de Alumbrado de las Presas y sus poblados de la Zona de Córdoba I e Instalaciones Eléctricas asociadas (Sierra Boyera y P. Nuevo; Hornachuelos y J. Torán; S. Rafael Navallana y M. Gonzalo y Retortillo y Vadomojón)"", en el marco del Plan de Recuperación, Transformación y Resiliencia (PRTR).",Secretaría de Estado de Medio Ambiente,España - Córdoba,"90.097,40 euros",Abierto,50000000 Servicios de reparación y mantenimiento.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=O7Ho1NvO0NB9PLkba5eRog%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/16009231/servicio-para-el-control-y-vigilancia-del-proyecto-de-cambio-a-tecnologia-led-de-los-sistemas-de-alumbrado-de-las-presas-y-sus-poblados-de-la-zona-de-cordoba-i-e-instalaciones-electricas-asociadas-sierra-boyera-y-p-nuevo-hornachuelos-y-j-toran-s-rafael-navallana-y-m-gonzalo-y-retortillo-y-vadomojon-en-el-marco-del-plan-de-recuperacion-transformacion-y-resiliencia-prtr
LICITACION,"Suministro en Obra de Centros de Protección y Medida Cliente, Centros de Transformación Compactos, Centro de Transformación Intemperie y Cables Eléctricos para dotación de Suministro Eléctrico al Regadío En Xinzo de Limia (Ourense), (PRTR)","Empresa de Transformación Agraria S.A.,S.M.E., M.P., (TRAGSA)",España - Ourense,"1.279.052,52 euros",Abierto,"31000000 Máquinas, aparatos, equipo y productos consumibles eléctricos; iluminación.",https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=cK%2FFDc1kVx99PLkba5eRog%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/16009205/suministro-en-obra-de-centros-de-proteccion-y-medida-cliente-centros-de-transformacion-compactos-centro-de-transformacion-intemperie-y-cables-electricos-para-dotacion-de-suministro-electrico-al-regadio-en-xinzo-de-limia-ourense-prtr
LICITACION,"Adquisición de minibus urbano junto con su cargador móvil con las características indicadas en la memoria técnica y en el pliego de prescripciones técnicas con cargo a los planes de sostenibilidad Turística en destino(PSTD);Plan de Recuperación, Transformación y Resiliencia(PRTR) Financiado por la Unión Europea Next Generation EU.",Alcaldia del Ayuntamiento de Estepa,España - Sevilla,"221.216,04 euros",Abierto,34144910 Autobuses eléctricos.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=rayZF43Z06US7pcxhTeWOg%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15990230/adquisicion-de-minibus-urbano-junto-con-su-cargador-movil-con-las-caracteristicas-indicadas-en-la-memoria-tecnica-y-en-el-pliego-de-prescripciones-tecnicas-con-cargo-a-los-planes-de-sostenibilidad-turistica-en-destino-pstd-plan-de-recuperacion-transformacion-y-resiliencia-prtr-financiado-por-la-union-europea-next-generation-eu
AYUDA/SUBVENCION,SEGUNDA CONVOCATORIA DEL PROGRAMA DE AYUDAS PARA LA DIGITALIZACIÓN DEL REGADÍO EN EL MARCO DEL PRTR.,ESTADO - MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO - DIRECCIÓN GENERAL DEL AGUA,ES - ESPAÑA,,,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/792134,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/792134/segunda-convocatoria-del-programa-de-ayudas-para-la-digitalizacion-del-regadio-en-el-marco-del-prtr
AYUDA/SUBVENCION,Subvenciones en materia de emprendimiento turístico Comarca de Ribagorza,"COMARCA DE RIBAGORZA, LA - COMARCA DE RIBAGORZA",ES241 - Huesca,,,Servicios de alojamiento; Servicios de comidas y bebidas,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/791258,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/791258/subvenciones-en-materia-de-emprendimiento-turistico-comarca-de-ribagorza
LICITACION,"Contrato Suministro de instalación fotovoltaica con acumulación Medida 2 .C02.I04.P02.S 238. Programa DUS 5000 de ayudas a proyectos de economía baja en carbono en municipios de menos de 5.000 habitantes, dentro de Plan de Recuperación, Transformación y Resilencia, cofinanciado al 85% por Fondos Europeos- NEXTGENERATIONEU",Pleno del Ayuntamiento de Sotalbo,España - Ávila,"67.171,79 euros",Abierto simplificado,09330000 Energía solar. 09331000 Placas solares. 09331200 Módulos solares fotovoltaicos. 09332000 Instalación solar.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=L%2FyWhWkfV8gwYTJJ03sHog%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15160900/contrato-suministro-de-instalacion-fotovoltaica-con-acumulacion-medida-2-c02-i04-p02-s-238-programa-dus-5000-de-ayudas-a-proyectos-de-economia-baja-en-carbono-en-municipios-de-menos-de-5-000-habitantes-dentro-de-plan-de-recuperacion-transformacion-y-resilencia-cofinanciado-al-85-por-fondos-europeos-nextgenerationeu
AYUDA/SUBVENCION,"Decreto foral 101/2024 de 12 de septiembre de la Diputación Foral de Bizkaia, por el que se establecen las bases y la convocatoria de subvenciones para la mejora de la capacitación profesional del personal de los centros residenciales y centros de día.",DIPUTACIÓN FORAL DE BIZKAIA - DIPUTACIÓN FORAL DE BIZKAIA,ES213 - Bizkaia,,,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/785166,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/785166/decreto-foral-101-2024-de-12-de-septiembre-de-la-diputacion-foral-de-bizkaia-por-el-que-se-establecen-las-bases-y-la-convocatoria-de-subvenciones-para-la-mejora-de-la-capacitacion-profesional-del-personal-de-los-centros-residenciales-y-centros-de-dia
AYUDA/SUBVENCION,Agroinnpulso,"Estado>Ministerio de Agricultura, Pesca y Alimentación",,,,Agricultura,https://www.enisa.es/es/financia-tu-empresa/lineas-de-financiacion/d/agroinnpulso,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/DRU/2221/agroinnpulso
AYUDA/SUBVENCION,"ORDEN de 31 de julio de 2024, de la Consejera de Gobernanza, Administración Digital y Autogobierno, por la que se aprueban las bases reguladoras y la convocatoria del programa de ayudas para la ejecución de diversas actuaciones de mejora de las infraestructuras de telecomunicaciones en edificios, en el marco del Plan de Recuperación, Transformación y Resiliencia – financiado por la Unión Europea – NextGenerationEU (programa UNICO Edificios).","Departamento de Gobernanza, Administración Digital y Autogobierno",AUTONÓMICO - PAÍS VASCO,,,"CIENCIA, TECNOLOGÍA E INNOVACIÓN
TRANSPORTES, TRAFICO Y COMUNICACIONES",https://www.euskadi.eus/servicios/1212602,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PAG/348284/orden-de-31-de-julio-de-2024-de-la-consejera-de-gobernanza-admnistracion-digital-y-autogobierno-por-la-que-se-aprueban-las-bases-reguladoras-y-la-convocatoria-del-programa-de-ayudas-para-la-ejecucion-de-diversas-actuaciones-de-mejora-de-las-infraestructuras-de-telecomunicaciones-en-edificios-en-el-marco-del-plan-de-recuperacion-transformacion-y-resiliencia-financiado-por-la-union-europea-nextgenerationeu-programa-unico-edificios
AYUDA/SUBVENCION,"Ayudas del Centro para el Desarrollo Tecnologico Industrial, E.P.E. para la financiacion de proyectos de I+D(2021)","ESTADO - MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES - CENTRO PARA EL DESARROLLO TECNOLÓGICO Y LA INNOVACIÓN E.P.E",ES - ESPAÑA,,,Actividades de investigación,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/560735,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/560735/ayudas-del-centro-para-el-desarrollo-tecnologico-industrial-e-p-e-para-la-financiacion-de-proyectos-de-i-d-2021
AYUDA/SUBVENCION,"Resolución de la Consejería de Desarrollo Sostenible por la que se incrementa el crédito asignado a la Resolución de 09/07/2021, por la que se aprueba la convocatoria del Programa de incentivos a la movilidad eléctrica (MOVES III)",CASTILLA-LA MANCHA - DIRECCIÓN GENERAL DE TRANSICIÓN ENERGÉTICA,ES42 - CASTILLA LA MANCHA,,,Transporte terrestre y por tubería,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/574801,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/574801/resolucion-de-la-consejeria-de-desarrollo-sostenible-por-la-que-se-incrementa-el-credito-asignado-a-la-resolucion-de-09-07-2021-por-la-que-se-aprueba-la-convocatoria-del-programa-de-incentivos-a-la-movilidad-electrica-moves-iii
AYUDA/SUBVENCION,"CONVOCATORIA PÚBLICA DE AYUDAS PARA LA REALIZACIÓN DE LAS ACTUACIONES DEL PROGRAMA MOVES III, EN EL MARCO DEL REAL DECRETO 266/2021, DE 13 DE ABRIL, POR EL QUE SE APRUEBA LA CONCESIÓN DIRECTA DE AYUDAS A LAS COMUNIDADES AUTÓNOMAS Y A LAS CIUDADES DE CEUTA",CIUDAD AUTÓNOMA DE CEUTA - CONSEJERÍA DE MEDIO AMBIENTE Y SERVICIOS URBANOS,ES63 - CIUDAD AUTONOMA DE CEUTA,,,OTROS SERVICIOS,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/575390,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/575390/convocatoria-publica-de-ayudas-para-la-realizacion-de-las-actuaciones-del-programa-moves-iii-en-el-marco-del-real-decreto-266-2021-de-13-de-abril-por-el-que-se-aprueba-la-concesion-directa-de-ayudas-a-las-comunidades-autonomas-y-a-las-ciudades-de-ceuta
AYUDA/SUBVENCION,"SUBVENCION PARA ACTUACIONES DE REHABILITACIÓN ENERGÉTICA EN EDIFICIOS EXISTENTES 2023, PROGRAMA MRR","COMUNIDAD FORAL DE NAVARRA - DEPARTAMENTO DE VIVIENDA, JUVENTUD Y POLÍTICAS MIGRATORIAS",ES22 - COMUNIDAD FORAL DE NAVARRA,,,Construcción de edificios,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/665129,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/665129/subvencion-para-actuaciones-de-rehabilitacion-energetica-en-edificios-existentes-2023-programa-mrr
AYUDA/SUBVENCION,Línea de financiación destinada a reafianzar proyectos de inversión en el sector pesquero y acuícola.,"ESTADO - MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN - SECRETARÍA GENERAL DE PESCA",ES - ESPAÑA,,,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",http://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/681315,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/681315/linea-de-financiacion-destinada-a-reafianzar-proyectos-de-inversion-en-el-sector-pesquero-y-acuicola
AYUDA/SUBVENCION,Bonos digitales para colectivos vulnerables MRR-C15.I3 (entidades colab.),COMUNIDAD DE MADRID - CONSEJERÍA DE DIGITALIZACIÓN,ES3 - COMUNIDAD DE MADRID,,,Telecomunicaciones,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/704006,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/704006/bonos-digitales-para-colectivos-vulnerables-mrr-c15-i3-entidades-colab
AYUDA/SUBVENCION,REHABILITACION A NIVEL DE BARRIOS,ILLES BALEARS - DIRECCIÓN GENERAL DE ARQUITECTURA Y VIVIENDA,ES53 - ILLES BALEARS,,,OTROS SERVICIOS,http://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/706780,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/706780/rehabilitacion-a-nivel-de-barrios
AYUDA/SUBVENCION,REHABILITACION A NIVEL DE BARRIOS,ILLES BALEARS - DIRECCIÓN GENERAL DE ARQUITECTURA Y VIVIENDA,ES53 - ILLES BALEARS,,,OTROS SERVICIOS,http://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/706781,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/706781/rehabilitacion-a-nivel-de-barrios
AYUDA/SUBVENCION,"Ayudas dirigidas a impulsar la transformación digital a través de la iniciativa «Activa Industria 4.0», en el marco del Plan de Recuperación, Transformación y Resiliencia","ESTADO - MINISTERIO DE INDUSTRIA, COMERCIO Y TURISMO - FUNDACIÓN EOI, F.S.P.",ES - ESPAÑA,,,"Fabricación de maquinaria y equipo n.c.o.p.; Fabricación de material y equipo eléctrico; Fabricación de productos farmacéuticos; Fabricación de otros productos minerales no metálicos; Industria del cuero y del calzado; Industria química; Industria del tabaco; Confección de prendas de vestir; Fabricación de productos de caucho y plásticos; Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones; Artes gráficas y reproducción de soportes grabados; Fabricación de productos metálicos, excepto maquinaria y equipo; Industria de la alimentación; Fabricación de otro material de transporte; Industria de la madera y del corcho, excepto muebles; cestería y espartería; Industria del papel; Otras industrias manufactureras; Fabricación de muebles; Fabricación de bebidas; Fabricación de vehículos de motor, remolques y semirremolques; Fabricación de productos informáticos, electrónicos y ópticos; Industria textil; Coquerías y refino de petróleo",http://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/707790,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/707790/ayudas-dirigidas-a-impulsar-la-transformacion-digital-a-traves-de-la-iniciativa-activa-industria-4-0-en-el-marco-del-plan-de-recuperacion-transformacion-y-resiliencia
